COD_PERSONA,COD_CURSO,PER_MATRICULA,NOTA_REAL,PROBABILIDAD_RIESGO,DIF_INASISTENCIA_SHOCK,PRCTJ_INASISTENCIA_HISTORICO,EDAD,PROMEDIO_CICLO_PASADO,DIF_PROM_SHOCK,PRCTJ_INASISTENCIA_CICLO_PASADO,PROM_ACUMULADO_HIST,DIF_Q75_Q25_FAMILIA_NG_P,DIF_Q75_Q25_CLUSTER_DIFICULTAD_NG_P,DIF_MAX_MIN_FAMILIA_NG_P,MAX_FAMILIA_NG_P,DIF_Q75_Q25_COD_CURSO_NG,MIN_FAMILIA_NG_P,MIN_CLUSTER_DIFICULTAD_NG_P,PCT_CREDITOS_LLEVADOS,QUARTIL_50_FAMILIA_NG_P,MAX_CLUSTER_DIFICULTAD_NG_P,QUARTIL_75_COD_CURSO_PC,DIF_Q75_Q25_COD_CURSO_PC,MAX_COD_CURSO_PC,QUARTIL_25_CLUSTER_DIFICULTAD_NG_P,AVG_FAMILIA_NG_P,QUARTIL_75_CLUSTER_DIFICULTAD_NG_P,QUARTIL_25_FAMILIA_NG_P,QUARTIL_75_FAMILIA_NG_P,DIF_MAX_MIN_CLUSTER_DIFICULTAD_NG_P,MIN_COD_CURSO_PC,PTJE_INGRESO,PCT_CREDITOS_APROBADOS,AVG_COD_CURSO_NG,QUARTIL_50_COD_CURSO_PC,DIF_MAX_MIN_COD_CURSO_PC,MIN_COD_CURSO_NG,AVG_CLUSTER_DIFICULTAD_NG_P,QUARTIL_50_CLUSTER_DIFICULTAD_NG_P,QUARTIL_75_COD_CURSO_NG,QUARTIL_25_COD_CURSO_PC,MAX_COD_CURSO_NG,N_CREDITOS_ACTUAL,MAX_CLUSTER_DIFICULTAD_PC,PRCTJE_S_COD_CURSO_PC,AVG_COD_CURSO_PC,QUARTIL_50_COD_CURSO_NG,DIF_MAX_MIN_COD_CURSO_NG,PRCTJE_S_COD_CURSO_NG,PRCTJE_S_FAMILIA_NG_P,DIF_MAX_MIN_CLUSTER_DIFICULTAD_PC,QUARTIL_25_COD_CURSO_NG,MIN_FAMILIA_PC,DIF_MAX_MIN_FAMILIA_PC,AVG_CLUSTER_DIFICULTAD_NG,PRCTJE_S_CLUSTER_DIFICULTAD_NG_P,DIF_Q75_Q25_CLUSTER_DIFICULTAD_NG,DIF_Q75_Q25_CLUSTER_DIFICULTAD_PC,NIVEL_CURSO,MIN_CLUSTER_DIFICULTAD_PC,MAX_FAMILIA_PC,PCT_CURSOS_LLEVADOS,DIF_Q75_Q25_FAMILIA_PC,QUARTIL_75_CLUSTER_DIFICULTAD_PC,N_FAMILIA_FG,DIF_Q75_Q25_FAMILIA_NG,N_CLUSTER_7,N_CLUSTER_0,N_CLUSTER_5,MIN_CLUSTER_DIFICULTAD_NG,PCT_CURSOS_APROBADOS,N_CLUSTER_4,N_CLUSTER_2,PRCTJE_S_CLUSTER_DIFICULTAD_NG,QUARTIL_75_CLUSTER_DIFICULTAD_NG,QUARTIL_75_FAMILIA_PC,AVG_FAMILIA_NG,QUARTIL_75_FAMILIA_NG,AVG_FAMILIA_PC,N_FAMILIA_CS,QUARTIL_25_CLUSTER_DIFICULTAD_NG,AVG_CLUSTER_DIFICULTAD_PC,QUARTIL_50_CLUSTER_DIFICULTAD_NG,PRCTJE_S_CLUSTER_DIFICULTAD_PC,N_CURSOS_ACTUAL,QUARTIL_25_FAMILIA_PC,QUARTIL_25_CLUSTER_DIFICULTAD_PC,BECA_VIGENTE,QUARTIL_50_FAMILIA_NG,QUARTIL_50_CLUSTER_DIFICULTAD_PC,DIF_MAX_MIN_CLUSTER_DIFICULTAD_NG,QUARTIL_50_FAMILIA_PC,PRCTJE_S_FAMILIA_PC,N_FAMILIA_MA,DIF_MAX_MIN_FAMILIA_NG,QUARTIL_25_FAMILIA_NG,PRCTJE_S_FAMILIA_NG,MAX_CLUSTER_DIFICULTAD_NG,MIN_FAMILIA_NG,CREDITOS,N_FAMILIA_CB
13406,CS391,2019-02,15.8,0.6590143079041589,-6.154964221824686,18.8953488372093,27.367556468172484,10.806666666666667,-0.015238095238094829,12.740384615384615,10.821904761904761,4.889999999999999,0.35999999999999943,14.42,14.9,2.4700000000000006,0.48,12.15,0.3010752688172043,12.73,12.87,14.52,2.17,16.9,12.33,10.769285714285715,12.69,8.9475,13.837499999999999,0.7199999999999989,9.2,109.0,0.17921146953405018,13.168527131782946,13.03,7.699999999999999,4.55,12.51,12.51,14.3,12.35,18.55,19,18.55,90.47619047619048,13.166190476190476,12.95,14.0,88.37209302325581,0.6428571428571429,17.970000000000002,11.83,0.15,19.650000000000002,12.188020361990949,1.0,3.1724999999999994,2.870000000000001,7,0.58,19.8,0.3380281690140845,4.280000000000001,14.665000000000001,0,4.229999999999999,0,0,0,0.2,0.2112676056338028,2,0,74.8868778280543,14.64,14.47,11.800756905416716,14.37,11.919402985074628,6,11.467500000000001,12.58951923076923,12.985,80.76923076923077,6,10.19,11.795,0,12.51,13.024999999999999,18.91,12.45,66.62143826322931,0,19.92,10.14,66.96161664474471,19.11,0.08,3,0
13406,CS312,2019-02,14.86,0.6108544994012158,-5.568165570488992,18.308550185873607,27.367556468172484,10.806666666666667,-0.015238095238094829,12.740384615384615,10.821904761904761,4.889999999999999,3.9075000000000006,14.42,14.9,2.67,0.48,0.48,0.3010752688172043,12.73,14.9,14.68,4.779999999999999,16.57,8.8775,10.769285714285715,12.785,8.9475,13.837499999999999,14.42,0.48,109.0,0.17921146953405018,13.118322580645161,13.35,16.09,0.48,10.049,9.895,14.815,9.9,19.31,19,17.81,73.68421052631578,11.585263157894735,13.83,18.83,83.22580645161291,0.6428571428571429,17.33,12.145,0.15,19.650000000000002,12.776266666666666,0.4,2.799999999999999,2.2650000000000006,6,0.48,19.8,0.3380281690140845,4.280000000000001,13.785,0,4.229999999999999,0,0,0,0.1,0.2112676056338028,2,0,80.3076923076923,14.45,14.47,11.800756905416716,14.37,11.919402985074628,6,11.65,12.193114754098362,13.0,75.40983606557377,6,10.19,11.52,0,12.51,12.66,19.9,12.45,66.62143826322931,0,19.92,10.14,66.96161664474471,20.0,0.08,4,0
13406,CS351,2019-02,11.98,0.9069590584079928,-5.759615384615385,18.5,27.367556468172484,10.806666666666667,-0.015238095238094829,12.740384615384615,10.821904761904761,4.889999999999999,3.9075000000000006,14.42,14.9,2.2300000000000004,0.48,0.48,0.3010752688172043,12.73,14.9,12.67,0.7899999999999991,14.96,8.8775,10.769285714285715,12.785,8.9475,13.837499999999999,14.42,11.53,109.0,0.17921146953405018,12.336234567901233,12.58,3.4300000000000015,2.42,10.049,9.895,13.7525,11.88,16.04,19,17.81,100.0,12.651111111111112,12.45,13.62,77.1604938271605,0.6428571428571429,17.33,11.522499999999999,0.15,19.650000000000002,12.776266666666666,0.4,2.799999999999999,2.2650000000000006,8,0.48,19.8,0.3380281690140845,4.280000000000001,13.785,0,4.229999999999999,0,0,0,0.1,0.2112676056338028,2,0,80.3076923076923,14.45,14.47,11.800756905416716,14.37,11.919402985074628,6,11.65,12.193114754098362,13.0,75.40983606557377,6,10.19,11.52,0,12.51,12.66,19.9,12.45,66.62143826322931,0,19.92,10.14,66.96161664474471,20.0,0.08,4,0
13951,CS402,2019-02,14.12,0.8891351920284294,-8.907771915584416,29.415584415584416,26.439425051334702,13.007727272727273,2.320885167464114,20.5078125,10.686842105263159,4.1,4.860000000000001,12.99,14.69,10.872499999999999,1.7,6.21,0.7491039426523297,11.74,14.17,13.575,8.09,16.29,8.53,10.550270270270271,13.39,9.1,13.2,7.96,0.58,360.0,0.41935483870967744,9.89662162162162,11.78,15.709999999999999,0.2,10.907142857142857,12.13,14.049999999999999,5.485,17.3,21,18.55,53.333333333333336,9.741999999999999,12.155000000000001,17.1,55.4054054054054,0.5675675675675675,17.970000000000002,3.1775,0.15,19.650000000000002,12.188020361990949,0.5714285714285714,3.1724999999999994,2.870000000000001,8,0.58,19.8,0.8873239436619719,4.280000000000001,14.665000000000001,2,4.229999999999999,0,0,0,0.2,0.5070422535211268,2,0,74.8868778280543,14.64,14.47,11.800756905416716,14.37,11.919402985074628,3,11.467500000000001,12.58951923076923,12.985,80.76923076923077,6,10.19,11.795,0,12.51,13.024999999999999,18.91,12.45,66.62143826322931,0,19.92,10.14,66.96161664474471,19.11,0.08,3,1
13951,CS3P1,2019-02,13.85,0.5863158424119473,-8.862367448586117,29.370179948586117,26.439425051334702,13.007727272727273,2.320885167464114,20.5078125,10.686842105263159,4.1,2.33,12.99,14.69,2.509999999999998,1.7,7.73,0.7491039426523297,11.74,14.03,13.817499999999999,0.7149999999999999,15.17,10.7025,10.550270270270271,13.0325,9.1,13.2,6.299999999999999,12.04,360.0,0.41935483870967744,12.244923076923076,13.43,3.130000000000001,3.08,11.512222222222222,11.66,14.075,13.1025,17.83,21,17.81,100.0,13.501666666666665,12.84,14.749999999999998,77.6923076923077,0.5675675675675675,17.33,11.565000000000001,0.15,19.650000000000002,12.776266666666666,0.6111111111111112,2.799999999999999,2.2650000000000006,8,0.48,19.8,0.8873239436619719,4.280000000000001,13.785,2,4.229999999999999,0,0,0,0.1,0.5070422535211268,2,0,80.3076923076923,14.45,14.47,11.800756905416716,14.37,11.919402985074628,3,11.65,12.193114754098362,13.0,75.40983606557377,6,10.19,11.52,0,12.51,12.66,19.9,12.45,66.62143826322931,0,19.92,10.14,66.96161664474471,20.0,0.08,4,1
14084,CS112,2019-02,12.19,0.8343344378760429,-10.745316318218844,24.753937007874015,27.87953456536619,10.046842105263158,0.5718421052631584,14.00862068965517,9.475,4.78,7.89,14.07,17.11,6.0625,3.04,3.04,0.30824372759856633,7.42,17.11,14.585,8.82,17.56,4.87,8.943333333333335,12.76,5.87,10.65,14.07,0.95,135.0,0.10752688172043011,11.541561514195584,10.89,16.61,0.4,8.894444444444444,5.96,14.82,5.765000000000001,19.99,16,19.8,47.368421052631575,10.750526315789473,12.045,19.59,56.94006309148265,0.2222222222222222,19.6,8.7575,0.15,19.650000000000002,11.513701805758906,0.3333333333333333,4.6,4.84,2,0.2,19.8,0.352112676056338,4.280000000000001,14.14,0,4.229999999999999,3,1,0,0.16,0.14084507042253522,0,0,60.24890190336749,14.08,14.47,11.800756905416716,14.37,11.919402985074628,3,9.48,11.453794117647059,12.06,58.529411764705884,4,10.19,9.3,0,12.51,11.79,19.84,12.45,66.62143826322931,1,19.92,10.14,66.96161664474471,20.0,0.08,5,0
15789,CS402,2019-02,15.24,0.7685541854941833,3.43398533007335,15.81601466992665,24.279260780287473,11.836111111111112,0.19289077212806127,19.25,11.64322033898305,2.530000000000001,4.082500000000001,14.989999999999998,17.38,10.872499999999999,2.39,2.39,0.8458781362007168,11.65,14.98,13.575,8.09,16.29,9.59,10.974102564102566,13.672500000000001,10.395,12.925,12.59,0.58,120.0,0.5483870967741935,9.89662162162162,11.78,15.709999999999999,0.2,10.79625,11.915,14.049999999999999,5.485,17.3,15,18.55,53.333333333333336,9.741999999999999,12.155000000000001,17.1,55.4054054054054,0.5897435897435898,17.970000000000002,3.1775,0.15,19.650000000000002,12.188020361990949,0.5,3.1724999999999994,2.870000000000001,8,0.58,19.8,0.971830985915493,4.280000000000001,14.665000000000001,1,4.229999999999999,0,1,0,0.2,0.6338028169014085,0,0,74.8868778280543,14.64,14.47,11.800756905416716,14.37,11.919402985074628,4,11.467500000000001,12.58951923076923,12.985,80.76923076923077,5,10.19,11.795,0,12.51,13.024999999999999,18.91,12.45,66.62143826322931,0,19.92,10.14,66.96161664474471,19.11,0.08,3,0
16576,CS402,2019-02,13.38,0.9483433288442842,-0.2793356341673885,21.331967213114755,30.45311430527036,9.12875,-2.2083626760563373,21.052631578947366,11.337112676056337,4.16,5.555000000000001,15.589999999999998,16.56,10.872499999999999,0.97,0.97,0.5089605734767025,12.26,12.08,13.575,8.09,16.29,3.7474999999999996,10.882,9.3025,9.94,14.1,11.11,0.58,383.0,0.34767025089605735,9.89662162162162,11.78,15.709999999999999,0.2,6.525,6.525,14.049999999999999,5.485,17.3,16,18.55,53.333333333333336,9.741999999999999,12.155000000000001,17.1,55.4054054054054,0.64,17.970000000000002,3.1775,0.15,19.650000000000002,12.188020361990949,0.5,3.1724999999999994,2.870000000000001,8,0.58,19.8,0.5915492957746479,4.280000000000001,14.665000000000001,1,4.229999999999999,0,1,0,0.2,0.4084507042253521,1,0,74.8868778280543,14.64,14.47,11.800756905416716,14.37,11.919402985074628,4,11.467500000000001,12.58951923076923,12.985,80.76923076923077,5,10.19,11.795,0,12.51,13.024999999999999,18.91,12.45,66.62143826322931,0,19.92,10.14,66.96161664474471,19.11,0.08,3,0
18069,CS251,2019-02,12.87,0.9592305182187534,4.906474820143885,20.593525179856115,27.014373716632445,11.466249999999999,1.397746062992125,25.5,10.068503937007874,5.914999999999999,2.5299999999999994,11.73,13.65,2.755000000000001,1.92,5.37,0.4551971326164875,11.059999999999999,13.11,13.7075,2.577499999999999,14.75,9.535,9.795625,12.065,7.2425,13.157499999999999,7.739999999999999,6.77,113.0,0.2222222222222222,12.386483516483512,12.44,7.98,0.4,10.33285714285714,10.65,14.2675,11.13,17.54,19,17.81,70.0,12.182,12.795,17.14,75.27472527472527,0.5,17.33,11.5125,0.15,19.650000000000002,12.776266666666666,0.42857142857142855,2.799999999999999,2.2650000000000006,6,0.48,19.8,0.5352112676056338,4.280000000000001,13.785,0,4.229999999999999,1,0,0,0.1,0.2676056338028169,3,0,80.3076923076923,14.45,14.47,11.800756905416716,14.37,11.919402985074628,5,11.65,12.193114754098362,13.0,75.40983606557377,5,10.19,11.52,0,12.51,12.66,19.9,12.45,66.62143826322931,0,19.92,10.14,66.96161664474471,20.0,0.08,4,0
18069,CS212,2019-02,11.58,0.777240831794371,5.16549295774648,20.33450704225352,27.014373716632445,11.466249999999999,1.397746062992125,25.5,10.068503937007874,5.914999999999999,7.390000000000001,11.73,13.65,3.442499999999999,1.92,1.92,0.4551971326164875,11.059999999999999,14.68,12.715,4.5275,15.87,6.0,9.795625,13.39,7.2425,13.157499999999999,12.76,3.0,113.0,0.2222222222222222,11.690449438202245,11.535,12.87,2.64,9.65230769230769,10.29,13.7425,8.1875,19.7,19,19.8,53.84615384615385,10.263846153846155,12.355,17.06,69.66292134831461,0.5,19.6,10.3,0.15,19.650000000000002,11.513701805758906,0.46153846153846156,4.6,4.84,5,0.2,19.8,0.5352112676056338,4.280000000000001,14.14,0,4.229999999999999,1,0,0,0.16,0.2676056338028169,3,0,60.24890190336749,14.08,14.47,11.800756905416716,14.37,11.919402985074628,5,9.48,11.453794117647059,12.06,58.529411764705884,5,10.19,9.3,0,12.51,11.79,19.84,12.45,66.62143826322931,0,19.92,10.14,66.96161664474471,20.0,0.08,4,0
19026,CS100,2019-02,12.41,0.9109558056107501,-3.020833333333332,17.083333333333332,25.117043121149898,10.838235294117647,0.0,14.0625,10.838235294117647,2.3400000000000007,3.885,4.680000000000001,10.21,5.299999999999999,5.53,5.53,0.06093189964157706,7.870000000000001,13.3,11.34,5.75,17.56,8.135,7.870000000000001,12.02,6.7,9.040000000000001,7.7700000000000005,0.15,168.0,0.025089605734767026,11.132687609075045,9.66,17.41,0.15,9.856666666666667,10.74,14.2,5.59,19.3,21,18.59,22.857142857142858,8.53857142857143,11.83,19.150000000000002,58.813263525305416,0.0,18.44,8.9,0.15,19.650000000000002,12.26327928870293,0.3333333333333333,3.3324999999999996,3.215,2,0.15,19.8,0.08450704225352113,4.280000000000001,14.46,2,4.229999999999999,1,3,2,0.08,0.04225352112676056,0,0,71.07740585774059,14.32,14.47,11.800756905416716,14.37,11.919402985074628,3,10.9875,12.379118644067796,12.715,72.88135593220339,6,10.19,11.245000000000001,0,12.51,12.89,19.720000000000002,12.45,66.62143826322931,1,19.92,10.14,66.96161664474471,19.8,0.08,3,0
19026,FG102,2019-02,12.38,0.5435633141468821,-2.849264705882355,16.911764705882355,25.117043121149898,10.838235294117647,0.0,14.0625,10.838235294117647,1.2600000000000016,3.885,3.42,14.16,3.544999999999998,10.74,5.53,0.06093189964157706,13.030000000000001,13.3,14.3775,3.1624999999999996,18.59,8.135,12.74,12.02,12.254999999999999,13.515,7.7700000000000005,4.5,168.0,0.025089605734767026,13.13987987987988,12.74,14.09,0.2,9.856666666666667,10.74,15.2,11.215,19.23,21,18.59,73.52941176470588,12.658382352941178,13.504999999999999,19.03,77.32732732732732,0.75,18.44,11.655000000000001,1.64,17.79,12.26327928870293,0.3333333333333333,3.3324999999999996,3.215,1,0.15,19.43,0.08450704225352113,3.200000000000001,14.46,2,3.42,1,3,2,0.08,0.04225352112676056,0,0,71.07740585774059,14.32,15.6575,13.446220367912003,15.42,13.921951754385965,3,10.9875,12.379118644067796,12.715,72.88135593220339,6,12.4575,11.245000000000001,0,13.74,12.89,19.720000000000002,14.1,87.28070175438597,1,19.700000000000003,12.0,81.92679688981605,19.8,0.06,3,0
19026,FG107,2019-02,11.5,0.7195661722634826,-4.029605263157894,18.092105263157894,25.117043121149898,10.838235294117647,0.0,14.0625,10.838235294117647,1.2600000000000016,3.885,3.42,14.16,3.5,10.74,5.53,0.06093189964157706,13.030000000000001,13.3,14.76,2.8499999999999996,17.61,8.135,12.74,12.02,12.254999999999999,13.515,7.7700000000000005,4.73,168.0,0.025089605734767026,12.170551181102361,13.05,12.879999999999999,0.5,9.856666666666667,10.74,14.35,11.91,19.25,21,18.59,84.84848484848484,13.136666666666667,12.54,18.75,70.07874015748031,0.75,18.44,10.85,1.64,17.79,12.26327928870293,0.3333333333333333,3.3324999999999996,3.215,3,0.15,19.43,0.08450704225352113,3.200000000000001,14.46,2,3.42,1,3,2,0.08,0.04225352112676056,0,0,71.07740585774059,14.32,15.6575,13.446220367912003,15.42,13.921951754385965,3,10.9875,12.379118644067796,12.715,72.88135593220339,6,12.4575,11.245000000000001,0,13.74,12.89,19.720000000000002,14.1,87.28070175438597,1,19.700000000000003,12.0,81.92679688981605,19.8,0.06,2,0
20113,CS100,2019-02,18.63,0.8511359367452429,12.899954072259646,27.860915492957744,23.750855578370977,5.985625,-4.4032638888888895,40.76086956521739,10.38888888888889,8.622499999999999,5.582500000000001,17.810000000000002,17.96,5.299999999999999,0.15,0.43,0.3548387096774194,7.234999999999999,15.81,11.34,5.75,17.56,8.3675,7.921875,13.950000000000001,3.5425,12.165,15.38,0.15,360.0,0.18996415770609318,11.132687609075045,9.66,17.41,0.15,10.429166666666667,11.68,14.2,5.59,19.3,21,18.59,22.857142857142858,8.53857142857143,11.83,19.150000000000002,58.813263525305416,0.3125,18.44,8.9,0.15,19.650000000000002,12.26327928870293,0.5,3.3324999999999996,3.215,2,0.15,19.8,0.4225352112676056,4.280000000000001,14.46,3,4.229999999999999,2,1,0,0.08,0.22535211267605634,1,3,71.07740585774059,14.32,14.47,11.800756905416716,14.37,11.919402985074628,3,10.9875,12.379118644067796,12.715,72.88135593220339,7,10.19,11.245000000000001,0,12.51,12.89,19.720000000000002,12.45,66.62143826322931,1,19.92,10.14,66.96161664474471,19.8,0.08,3,0
20113,MA201,2019-02,13.3,0.8444775243828327,13.502805049088359,27.258064516129032,23.750855578370977,5.985625,-4.4032638888888895,40.76086956521739,10.38888888888889,0.34999999999999964,5.199999999999999,8.72,17.0,3.5199999999999996,8.28,3.18,0.3548387096774194,12.53,17.96,13.3,3.2025000000000006,17.15,7.67,12.64,12.87,12.52,12.87,14.780000000000001,5.57,360.0,0.18996415770609318,11.602929687500001,11.75,11.579999999999998,0.64,10.122222222222222,11.82,13.51,10.0975,19.41,21,19.8,61.53846153846154,11.65230769230769,11.89,18.77,60.546875,0.8,19.6,9.99,0.56,18.970000000000002,11.513701805758906,0.5555555555555556,4.6,4.84,4,0.2,19.53,0.4225352112676056,5.120000000000001,14.14,3,4.600000000000001,2,1,0,0.16,0.22535211267605634,1,3,60.24890190336749,14.08,14.07,10.909696143358007,13.445,11.230563380281689,3,9.48,11.453794117647059,12.06,58.529411764705884,7,8.95,9.3,0,11.61,11.79,19.84,11.95,57.74647887323944,1,19.9,8.844999999999999,53.60342812621738,20.0,0.1,4,0
20113,CS271,2019-02,12.73,0.8619483302152648,13.354037267080745,27.406832298136646,23.750855578370977,5.985625,-4.4032638888888895,40.76086956521739,10.38888888888889,8.622499999999999,3.4850000000000003,17.810000000000002,17.96,2.3774999999999995,0.15,5.55,0.3548387096774194,7.234999999999999,12.52,13.7,1.7949999999999982,15.04,7.2924999999999995,7.921875,10.7775,3.5425,12.165,6.97,5.55,360.0,0.18996415770609318,13.611287128712874,12.68,9.489999999999998,5.55,9.035,9.035,14.8475,11.905000000000001,18.4,21,17.81,78.94736842105263,12.38157894736842,13.594999999999999,12.849999999999998,90.0990099009901,0.3125,17.33,12.47,0.15,19.650000000000002,12.776266666666666,0.5,2.799999999999999,2.2650000000000006,4,0.48,19.8,0.4225352112676056,4.280000000000001,13.785,3,4.229999999999999,2,1,0,0.1,0.22535211267605634,1,3,80.3076923076923,14.45,14.47,11.800756905416716,14.37,11.919402985074628,3,11.65,12.193114754098362,13.0,75.40983606557377,7,10.19,11.52,0,12.51,12.66,19.9,12.45,66.62143826322931,1,19.92,10.14,66.96161664474471,20.0,0.08,4,0
20113,CS211,2019-02,11.85,0.9629430559459142,13.739911481385054,27.020958083832337,23.750855578370977,5.985625,-4.4032638888888895,40.76086956521739,10.38888888888889,8.622499999999999,5.199999999999999,17.810000000000002,17.96,3.8874999999999993,0.15,3.18,0.3548387096774194,7.234999999999999,17.96,13.3825,5.3125,16.98,7.67,7.921875,12.87,3.5425,12.165,14.780000000000001,0.2,360.0,0.18996415770609318,11.91764705882353,11.815,16.78,0.2,10.122222222222222,11.82,14.36,8.07,19.7,21,19.8,70.0,10.7275,12.42,19.5,69.6078431372549,0.3125,19.6,10.4725,0.15,19.650000000000002,11.513701805758906,0.5555555555555556,4.6,4.84,4,0.2,19.8,0.4225352112676056,4.280000000000001,14.14,3,4.229999999999999,2,1,0,0.16,0.22535211267605634,1,3,60.24890190336749,14.08,14.47,11.800756905416716,14.37,11.919402985074628,3,9.48,11.453794117647059,12.06,58.529411764705884,7,10.19,9.3,0,12.51,11.79,19.84,12.45,66.62143826322931,1,19.92,10.14,66.96161664474471,20.0,0.08,4,0
20356,CS404,2019-02,11.63,0.796777082103404,-4.522465302281816,15.099388379204893,23.030800821355236,12.637777777777778,-0.14920335429769516,10.576923076923077,12.786981132075473,2.0625,1.4399999999999995,8.77,17.5,5.225,8.73,8.73,0.7598566308243727,13.135,16.5,11.252500000000001,6.455000000000001,14.35,12.35,13.135833333333334,13.79,12.0525,14.115,7.77,3.68,113.0,0.6164874551971327,11.961290322580648,7.695,10.67,0.93,12.708888888888888,12.79,15.57,4.7975,18.51,21,18.55,25.0,8.355,13.65,17.580000000000002,58.06451612903226,0.8888888888888888,17.970000000000002,10.345,0.15,19.650000000000002,12.188020361990949,0.7777777777777778,3.1724999999999994,2.870000000000001,10,0.58,19.8,0.8873239436619719,4.280000000000001,14.665000000000001,3,4.229999999999999,1,1,0,0.2,0.7183098591549296,0,1,74.8868778280543,14.64,14.47,11.800756905416716,14.37,11.919402985074628,3,11.467500000000001,12.58951923076923,12.985,80.76923076923077,7,10.19,11.795,0,12.51,13.024999999999999,18.91,12.45,66.62143826322931,0,19.92,10.14,66.96161664474471,19.11,0.08,3,0
22420,CS251,2019-02,12.23,0.7392932924107464,-7.3309075342465775,26.862157534246577,22.43394934976044,11.75,0.9857961783439482,19.53125,10.764203821656052,8.040000000000001,3.625,16.639999999999997,17.24,2.755000000000001,0.6,0.6,0.5627240143369175,11.62,13.11,13.7075,2.577499999999999,14.75,9.1125,9.660869565217391,12.7375,4.65,12.690000000000001,12.51,6.77,135.0,0.3835125448028674,12.386483516483512,12.44,7.98,0.4,9.71875,12.59,14.2675,11.13,17.54,17,17.81,70.0,12.182,12.795,17.14,75.27472527472527,0.5652173913043478,17.33,11.5125,0.15,19.650000000000002,12.776266666666666,0.75,2.799999999999999,2.2650000000000006,6,0.48,19.8,0.647887323943662,4.280000000000001,13.785,0,4.229999999999999,0,0,0,0.1,0.4507042253521127,2,0,80.3076923076923,14.45,14.47,11.800756905416716,14.37,11.919402985074628,4,11.65,12.193114754098362,13.0,75.40983606557377,5,10.19,11.52,0,12.51,12.66,19.9,12.45,66.62143826322931,0,19.92,10.14,66.96161664474471,20.0,0.08,4,0
24544,CS402,2019-02,12.96,0.5246099043684321,6.488943028485756,6.657608695652175,23.698836413415467,12.284761904761906,-0.7861022927689589,13.14655172413793,13.070864197530865,2.772499999999999,1.4299999999999997,6.9,15.48,10.872499999999999,8.58,8.58,0.5806451612903226,12.395,14.47,13.575,8.09,16.29,11.6,12.430384615384613,13.03,11.425,14.1975,5.890000000000001,0.58,107.0,0.4659498207885305,9.89662162162162,11.78,15.709999999999999,0.2,11.906,11.85,14.049999999999999,5.485,17.3,22,18.55,53.333333333333336,9.741999999999999,12.155000000000001,17.1,55.4054054054054,0.7307692307692307,17.970000000000002,3.1775,0.15,19.650000000000002,12.188020361990949,0.8,3.1724999999999994,2.870000000000001,8,0.58,19.8,0.704225352112676,4.280000000000001,14.665000000000001,0,4.229999999999999,0,0,0,0.2,0.5774647887323944,3,0,74.8868778280543,14.64,14.47,11.800756905416716,14.37,11.919402985074628,5,11.467500000000001,12.58951923076923,12.985,80.76923076923077,6,10.19,11.795,0,12.51,13.024999999999999,18.91,12.45,66.62143826322931,0,19.92,10.14,66.96161664474471,19.11,0.08,3,0
25012,CS112,2019-02,14.43,0.8167284010763792,-0.8190883190883209,9.615384615384617,24.6652977412731,11.334444444444445,0.44546485260771185,8.796296296296296,10.888979591836733,2.0375000000000014,1.2400000000000002,9.96,13.91,6.0625,3.95,7.18,0.17562724014336917,11.54,13.91,14.585,8.82,17.56,10.895,10.79625,12.135,10.325,12.3625,6.73,0.95,128.0,0.08602150537634409,11.541561514195584,10.89,16.61,0.4,11.174999999999999,11.44,14.82,5.765000000000001,19.99,22,19.8,47.368421052631575,10.750526315789473,12.045,19.59,56.94006309148265,0.5,19.6,8.7575,0.15,19.650000000000002,11.513701805758906,0.5,4.6,4.84,2,0.2,19.8,0.19718309859154928,4.280000000000001,14.14,1,4.229999999999999,3,1,0,0.16,0.09859154929577464,1,1,60.24890190336749,14.08,14.47,11.800756905416716,14.37,11.919402985074628,3,9.48,11.453794117647059,12.06,58.529411764705884,6,10.19,9.3,0,12.51,11.79,19.84,12.45,66.62143826322931,2,19.92,10.14,66.96161664474471,20.0,0.08,5,0
25485,CS1D3,2019-02,13.8,0.9542583877410067,-9.345067049808428,23.78472222222222,21.867214236824093,10.9475,0.2245588235294118,14.439655172413794,10.722941176470588,2.75,2.9899999999999993,10.75,13.3,5.812500000000001,2.55,2.55,0.12186379928315412,11.92,8.53,14.0,3.3499999999999996,15.95,4.045,10.570000000000002,7.034999999999999,10.18,12.93,5.9799999999999995,1.5,120.0,0.08243727598566308,9.633175,12.0,14.45,0.15,5.539999999999999,5.539999999999999,12.55,10.65,18.3,14,19.53,72.41379310344827,11.23448275862069,10.875,18.150000000000002,45.75,0.7142857142857143,18.970000000000002,6.7375,0.15,19.650000000000002,9.685187904967602,0.0,6.384999999999999,7.49,3,0.56,19.8,0.14084507042253522,4.280000000000001,14.0,0,4.229999999999999,1,1,1,0.08,0.09859154929577464,1,0,42.289416846652266,12.774999999999999,14.47,11.800756905416716,14.37,11.919402985074628,3,6.39,10.552655367231639,10.55,47.45762711864407,4,10.19,6.51,0,12.51,11.13,19.92,12.45,66.62143826322931,1,19.92,10.14,66.96161664474471,20.0,0.08,3,0
